idna_subject,checker_type,destination,source,tested_at,session_id
00113044.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:56.465745,b6df39350a560e7df64062af
00114008.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:56.513967,b6df39350a560e7df64062af
0011368.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:56.529135,b6df39350a560e7df64062af
00114045.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:56.753400,b6df39350a560e7df64062af
00118040.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:56.798405,b6df39350a560e7df64062af
0011psb.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:57.023737,b6df39350a560e7df64062af
0011155.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:57.113056,b6df39350a560e7df64062af
00115316.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:57.423511,b6df39350a560e7df64062af
0010n.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:57.447248,b6df39350a560e7df64062af
001359.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:58.554713,b6df39350a560e7df64062af
001361.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:59.176306,b6df39350a560e7df64062af
001358.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:59.709816,b6df39350a560e7df64062af
0014999.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:59.995484,b6df39350a560e7df64062af
0014g.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:00.262094,b6df39350a560e7df64062af
0014n.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:00.533930,b6df39350a560e7df64062af
001371.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:00.929650,b6df39350a560e7df64062af
001533.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:01.522640,b6df39350a560e7df64062af
001671.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:01.806365,b6df39350a560e7df64062af
0015n.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:03.019456,b6df39350a560e7df64062af
0016s.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:03.288750,b6df39350a560e7df64062af
001372.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:03.297136,b6df39350a560e7df64062af
00177t.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:03.556510,b6df39350a560e7df64062af
0017d88.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:04.872221,b6df39350a560e7df64062af
001699.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:04.912695,b6df39350a560e7df64062af
0017e.xyz,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:04.967217,b6df39350a560e7df64062af
00188522.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:05.143519,b6df39350a560e7df64062af
0018d.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:05.331628,b6df39350a560e7df64062af
0018b.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:05.573826,b6df39350a560e7df64062af
0018e.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:05.603387,b6df39350a560e7df64062af
0018f.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:05.862843,b6df39350a560e7df64062af
0018g.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:06.077829,b6df39350a560e7df64062af
0018k.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:06.108821,b6df39350a560e7df64062af
